0.0	0.0	1.58778525229	
0.0	0.01	1.58775376158	
0.0	0.02	1.58765928568	
0.0	0.03	1.58750181335	
0.0	0.04	1.58728132585	
0.0	0.05	1.58699779691	
0.0	0.06	1.58665119273	
0.0	0.07	1.58624147197	
0.0	0.08	1.5857685857	
0.0	0.09	1.5852324774	
0.0	0.1	1.58463308289	
0.0	0.11	1.58397033034	
0.0	0.12	1.58324414017	
0.0	0.13	1.58245442506	
0.0	0.14	1.58160108984	
0.0	0.15	1.58068403149	
0.0	0.16	1.57970313901	
0.0	0.17	1.57865829342	
0.0	0.18	1.57754936766	
0.0	0.19	1.57637622648	
0.0	0.2	1.5751387264	
0.0	0.21	1.57383671561	
0.0	0.22	1.57247003386	
0.0	0.23	1.57103851239	
0.0	0.24	1.56954197376	
0.0	0.25	1.56798023183	
0.0	0.26	1.56635309155	
0.0	0.27	1.56466034889	
0.0	0.28	1.56290179071	
0.0	0.29	1.56107719457	
0.0	0.3	1.55918632863	
0.0	0.31	1.5572289515	
0.0	0.32	1.55520481204	
0.0	0.33	1.55311364922	
0.0	0.34	1.55095519194	
0.0	0.35	1.54872915883	
0.0	0.36	1.54643525807	
0.0	0.37	1.54407318719	
0.0	0.38	1.54164263284	
0.0	0.39	1.53914327059	
0.0	0.4	1.53657476466	
0.0	0.41	1.53393676773	
0.0	0.42	1.53122892064	
0.0	0.43	1.52845085214	
0.0	0.44	1.52560217862	
0.0	0.45	1.52268250381	
0.0	0.46	1.51969141848	
0.0	0.47	1.51662850013	
0.0	0.48	1.51349331264	
0.0	0.49	1.51028540594	
0.0	0.5	1.50700431565	
0.0	0.51	1.5036495627	
0.0	0.52	1.5002206529	
0.0	0.53	1.4967170766	
0.0	0.54	1.49313830819	
0.0	0.55	1.48948380568	
0.0	0.56	1.48575301023	
0.0	0.57	1.48194534562	
0.0	0.58	1.47806021778	
0.0	0.59	1.47409701424	
0.0	0.6	1.47005510352	
0.0	0.61	1.46593383459	
0.0	0.62	1.4617325362	
0.0	0.63	1.45745051628	
0.0	0.64	1.45308706119	
0.0	0.65	1.44864143507	
0.0	0.66	1.44411287904	
0.0	0.67	1.43950061042	
0.0	0.68	1.43480382192	
0.0	0.69	1.43002168074	
0.0	0.7	1.42515332768	
0.0	0.71	1.42019787614	
0.0	0.72	1.41515441115	
0.0	0.73	1.41002198827	
0.0	0.74	1.40479963247	
0.0	0.75	1.39948633698	
0.0	0.76	1.39408106199	
0.0	0.77	1.38858273336	
0.0	0.78	1.38299024125	
0.0	0.79	1.37730243861	
0.0	0.8	1.37151813965	
0.0	0.81	1.36563611822	
0.0	0.82	1.35965510605	
0.0	0.83	1.35357379089	
0.0	0.84	1.34739081465	
0.0	0.85	1.34110477122	
0.0	0.86	1.33471420439	
0.0	0.87	1.32821760544	
0.0	0.88	1.32161341072	
0.0	0.89	1.31489999901	
0.0	0.9	1.30807568871	
0.0	0.91	1.30113873488	
0.0	0.92	1.29408732603	
0.0	0.93	1.28691958078	
0.0	0.94	1.27963354418	
0.0	0.95	1.27222718388	
0.0	0.96	1.26469838594	
0.0	0.97	1.25704495043	
0.0	0.98	1.24926458663	
0.0	0.99	1.24135490791	
0.0	1.0	1.23331342626	
0.01	0.0	1.58775376158	
0.01	0.01	1.58772227023	
0.01	0.02	1.58762779246	
0.01	0.03	1.58747031701	
0.01	0.04	1.58724982514	
0.01	0.05	1.58696629057	
0.01	0.06	1.58661967951	
0.01	0.07	1.5862099506	
0.01	0.08	1.58573705494	
0.01	0.09	1.58520093597	
0.01	0.1	1.58460152953	
0.01	0.11	1.58393876378	
0.01	0.12	1.58321255913	
0.01	0.13	1.58242282826	
0.01	0.14	1.58156947599	
0.01	0.15	1.5806523993	
0.01	0.16	1.57967148718	
0.01	0.17	1.57862662064	
0.01	0.18	1.57751767261	
0.01	0.19	1.57634450784	
0.01	0.2	1.57510698284	
0.01	0.21	1.57380494579	
0.01	0.22	1.57243823643	
0.01	0.23	1.57100668598	
0.01	0.24	1.56951011701	
0.01	0.25	1.56794834334	
0.01	0.26	1.56632116994	
0.01	0.27	1.56462839275	
0.01	0.28	1.56286979861	
0.01	0.29	1.56104516507	
0.01	0.3	1.5591542603	
0.01	0.31	1.55719684285	
0.01	0.32	1.5551726616	
0.01	0.33	1.55308145549	
0.01	0.34	1.5509229534	
0.01	0.35	1.54869687395	
0.01	0.36	1.54640292531	
0.01	0.37	1.54404080497	
0.01	0.38	1.54161019956	
0.01	0.39	1.53911078464	
0.01	0.4	1.53654222441	
0.01	0.41	1.53390417152	
0.01	0.42	1.53119626678	
0.01	0.43	1.52841813893	
0.01	0.44	1.52556940432	
0.01	0.45	1.52264966667	
0.01	0.46	1.51965851671	
0.01	0.47	1.51659553191	
0.01	0.48	1.51346027612	
0.01	0.49	1.51025229925	
0.01	0.5	1.50697113688	
0.01	0.51	1.5036163099	
0.01	0.52	1.5001873241	
0.01	0.53	1.49668366978	
0.01	0.54	1.4931048213	
0.01	0.55	1.48945023663	
0.01	0.56	1.48571935688	
0.01	0.57	1.4819116058	
0.01	0.58	1.47802638928	
0.01	0.59	1.47406309478	
0.01	0.6	1.4700210908	
0.01	0.61	1.46589972624	
0.01	0.62	1.46169832982	
0.01	0.63	1.45741620939	
0.01	0.64	1.45305265128	
0.01	0.65	1.44860691956	
0.01	0.66	1.44407825529	
0.01	0.67	1.43946587573	
0.01	0.68	1.43476897353	
0.01	0.69	1.42998671581	
0.01	0.7	1.4251182433	
0.01	0.71	1.42016266934	
0.01	0.72	1.41511907888	
0.01	0.73	1.40998652738	
0.01	0.74	1.40476403976	
0.01	0.75	1.39945060913	
0.01	0.76	1.39404519561	
0.01	0.77	1.38854672496	
0.01	0.78	1.38295408723	
0.01	0.79	1.37726613528	
0.01	0.8	1.37148168322	
0.01	0.81	1.36559950476	
0.01	0.82	1.35961833152	
0.01	0.83	1.35353685114	
0.01	0.84	1.34735370538	
0.01	0.85	1.34106748801	
0.01	0.86	1.33467674266	
0.01	0.87	1.32817996047	
0.01	0.88	1.32157557763	
0.01	0.89	1.31486197276	
0.01	0.9	1.30803746406	
0.01	0.91	1.30110030643	
0.01	0.92	1.29404868819	
0.01	0.93	1.28688072773	
0.01	0.94	1.2795944699	
0.01	0.95	1.27218788211	
0.01	0.96	1.2646588502	
0.01	0.97	1.25700517397	
0.01	0.98	1.24922456244	
0.01	0.99	1.24131462869	
0.01	1.0	1.2332728844	
0.02	0.0	1.58765928568	
0.02	0.01	1.58762779246	
0.02	0.02	1.58753330907	
0.02	0.03	1.58737582424	
0.02	0.04	1.58715531924	
0.02	0.05	1.58687176779	
0.02	0.06	1.58652513607	
0.02	0.07	1.58611538275	
0.02	0.08	1.58564245888	
0.02	0.09	1.58510630792	
0.02	0.1	1.58450686568	
0.02	0.11	1.58384406032	
0.02	0.12	1.58311781223	
0.02	0.13	1.58232803407	
